ride_id,scooter_id,user_id,start_time,end_time,start_lat,start_lng,end_lat,end_lng,battery_level,user_rating
RIDE_001023,SCOOT_0283,USER_00321,06/07/2026 2:18 PM,2026-06-07 14:30:08,40.7466,73.9636° W,40.750335,-73.966665,7%,3
RIDE_001024,SCOOT_0102,USER_00309,2026-06-22 13:59:29,2026-06-22 14:35:29,40.7950° N,-73.982998,40.794613,-73.982781,low,5
RIDE_001025,SCOOT_0347,USER_00199,1781436683,1781438603,40.706799,74.0091° W,40.710852,-74.006457,68,1
RIDE_001026,SCOOT_0110,USER_00630,1782440566,1782441046,40.712549,-74.005028,40.711667,-74.000958,N/A,2
RIDE_001027,SCOOT_0078,USER_00335,06/27/2026 2:24 AM,1782528613,40.757393,73.9730° W,40.760831,-73.975295,13,2
RIDE_001028,SCOOT_0228,USER_00199,2026-06-14 4:18:44,06/14/2026 4:55 AM,40.737276,-74.0394,40.742165,-74.040527,32%,2
RIDE_001029,SCOOT_0230,USER_00041,06/25/2026 1:26 AM,2026-06-25 1:37:01,40.778246,74.0090° W,40.776882,-74.01212,57,2
RIDE_001030,SCOOT_0325,USER_00657,1781642289,2026-06-16 21:03:09,40.745847,-73.988246,40.74872,-73.987623,20,1
RIDE_001031,SCOOT_0013,USER_01003,2026-06-10 3:01:28,1781061988,40.789254,-73.99311,40.786611,-73.987714,25,5
RIDE_001032,SCOOT_0283,USER_00065,2026-06-11 6:04:33,1781158233,40.674496,-74.011376,40.673767,-74.011369,ERROR,3
RIDE_001033,SCOOT_0188,USER_01050,2026-06-05 22:43:31,2026-06-05 22:46:31,40.769807,-73.960262,40.769475,-73.961427,35%,3
RIDE_001034,SCOOT_0342,USER_00653,1782660441,1782662181,40.7117° N,-73.999241,40.714356,-73.999228,58,1
RIDE_001035,SCOOT_0039,USER_00020,2026-06-28 18:31:28,1782672088,40.715276,-73.999447,40.716419,-73.998512,74,1
RIDE_001036,SCOOT_0314,USER_00250,2026-06-24 0:29:22,06/24/2026 12:53 AM,40.6701,-74.0406,40.671287,-74.040899,43%,1
RIDE_001037,SCOOT_0041,USER_00793,2026-06-02 5:03:01,1780377481,40.747704,-73.980629,40.747523,-73.977246,27%,
RIDE_001038,SCOOT_0227,USER_00379,1781217979,1781220139,40.713144,74.0090° W,40.716115,-74.009639,94,1
RIDE_001039,SCOOT_0096,USER_00659,2026-06-17 0:13:47,2026-06-17 0:21:47,40.714906,-74.0079,40.712957,-74.007657,90%,2
RIDE_001040,SCOOT_0272,USER_00015,1782375447,2026-06-25 8:30:27,40.712851,74.0041° W,40.712045,-74.00959,33,2
RIDE_001041,SCOOT_0392,USER_01467,2026-06-21 9:09:46,06/21/2026 9:30 AM,40.7493,-73.969624,40.748452,-73.970363,56,
RIDE_001042,SCOOT_0231,USER_00734,1781483172,1781483652,40.7167° N,74.0088° W,40.712117,-74.00933,N/A,3
RIDE_001043,SCOOT_0167,USER_00826,2026-06-24 17:29:33,1782323733,40.773417,73.9905° W,40.77289,-73.98905,46,4
RIDE_001044,SCOOT_0205,USER_00749,1781542468,06/15/2026 5:25 PM,40.7128,-74.0048,40.718203,-74.005801,49,2
RIDE_001045,SCOOT_0201,USER_00325,06/01/2026 3:48 PM,2026-06-01 16:33:55,40.718367,-74.016184,40.715828,-74.017939,44,4
RIDE_001046,SCOOT_0055,USER_00138,06/10/2026 8:00 PM,1781122801,40.710885,-74.0046,40.717932,-74.00671,86,
RIDE_001047,SCOOT_0323,USER_00637,2026-06-11 17:21:22,1781200942,40.7111,-74.006252,40.712321,-74.005462,40,3
RIDE_001048,SCOOT_0033,USER_00037,2026-06-22 22:31:05,2026-06-22 23:01:05,40.7262° N,-74.0365,40.719021,-74.038015,48,4
RIDE_001049,SCOOT_0175,USER_01183,1781530097,1781531837,40.7172,-74.0123,40.708166,-74.010549,61%,5
RIDE_001050,SCOOT_0010,USER_00642,1782475392,06/26/2026 12:18 PM,40.7663,73.9994° W,40.763317,-74.002313,32%,4
RIDE_001051,SCOOT_0200,USER_00396,2026-06-17 3:28:48,06/17/2026 3:55 AM,40.702711,-74.0005,40.704193,-74.00909,N/A,
RIDE_001052,SCOOT_0140,USER_00656,1782468203,06/26/2026 10:15 AM,40.709373,-74.010504,40.708604,-74.012118,80,2
RIDE_001053,SCOOT_0100,USER_01073,1781609178,06/16/2026 12:07 PM,40.7466,73.9724° W,40.746693,-73.970712,94,
RIDE_001054,SCOOT_0334,USER_01319,06/26/2026 6:21 PM,1782499337,40.7202,-74.007927,40.7212,-74.013339,38,
RIDE_001055,SCOOT_0141,USER_00934,1782400836,1782401316,40.703232,-74.002621,40.703215,-73.999085,57,1
RIDE_001056,SCOOT_0369,USER_00769,06/09/2026 7:12 AM,2026-06-09 7:53:03,40.685332,-73.995602,40.690938,-73.994343,62,3
RIDE_001057,SCOOT_0262,USER_00115,06/18/2026 12:55 AM,2026-06-18 1:38:37,40.7669,-73.977429,40.762219,-73.973362,73,1
RIDE_001058,SCOOT_0174,USER_00167,2026-06-24 4:48:04,2026-06-24 5:22:04,40.710357,-74.004,40.705667,-74.00752,97,3
RIDE_001059,SCOOT_0082,USER_00237,2026-06-14 12:30:32,06/14/2026 12:37 PM,40.7776° N,73.9749° W,40.781962,-73.975181,12,4
RIDE_001060,SCOOT_0389,USER_00477,06/25/2026 9:29 AM,06/25/2026 9:46 AM,40.705432,-74.0024,40.703663,-74.000336,6,
RIDE_001061,SCOOT_0282,USER_00140,06/05/2026 5:00 AM,06/05/2026 5:35 AM,40.712901,-74.012172,40.713394,-74.005584,4,4
RIDE_001062,SCOOT_0204,USER_00436,2026-06-02 7:17:10,06/02/2026 7:57 AM,40.714772,-74.00623,40.717998,-74.005598,66,2
RIDE_001063,SCOOT_0168,USER_00534,2026-06-05 19:31:24,06/05/2026 7:34 PM,40.704691,-74.009833,40.705392,-74.006726,78,2
RIDE_001064,SCOOT_0055,USER_00422,2026-06-13 4:20:19,06/13/2026 5:04 AM,40.7095° N,-74.000302,40.709181,-74.002965,24,2
RIDE_001065,SCOOT_0112,USER_01047,1780865138,1780866458,40.750553,-73.940936,40.752831,-73.941811,73%,3
RIDE_001066,SCOOT_0386,USER_00339,2026-06-01 11:16:59,2026-06-01 11:19:59,40.712561,74.0040° W,40.713433,-74.010012,59%,5
RIDE_001067,SCOOT_0026,USER_00023,1782842045,06/30/2026 6:27 PM,40.6668,-74.025912,40.666379,-74.027483,1,5
RIDE_001068,SCOOT_0214,USER_01339,1780963201,2026-06-09 0:22:01,40.673329,74.0096° W,40.667263,-74.009899,N/A,
RIDE_001069,SCOOT_0244,USER_00358,2026-06-01 10:49:49,06/01/2026 10:54 AM,40.6772,-74.0638,40.677027,-74.06274,LOW,1
RIDE_001070,SCOOT_0355,USER_00314,1780286756,06/01/2026 4:13 AM,40.8250° N,-74.001438,40.828442,-73.998518,62%,
RIDE_001071,SCOOT_0364,USER_00577,2026-06-07 2:22:20,06/07/2026 2:50 AM,40.732818,-73.981635,40.731445,-73.981078,6,3
RIDE_001072,SCOOT_0289,USER_00892,1782322005,1782322905,40.778583,73.9736° W,40.780108,-73.974879,84,
RIDE_001073,SCOOT_0372,USER_01129,2026-06-18 17:47:12,2026-06-18 18:04:12,40.718719,-73.9899,40.722339,-73.994451,48,3
RIDE_001074,SCOOT_0346,USER_01111,06/18/2026 5:18 AM,06/18/2026 5:41 AM,40.740298,-73.9751,40.737344,-73.977452,19,4
RIDE_001075,SCOOT_0022,USER_00704,2026-06-14 13:07:09,2026-06-14 13:37:09,40.7111,74.0115° W,40.708183,-74.009352,70,2
RIDE_001076,SCOOT_0042,USER_00859,06/17/2026 10:45 PM,1781737048,40.7228,74.0000° W,40.720863,-73.997762,low,4
RIDE_001077,SCOOT_0251,USER_00240,2026-06-29 4:04:24,2026-06-29 4:39:24,40.745,73.9773° W,40.745095,-73.982529,30,3
RIDE_001078,SCOOT_0080,USER_01422,06/11/2026 1:35 PM,06/11/2026 2:13 PM,40.7588° N,73.9603° W,40.757566,-73.957314,14%,4
RIDE_001079,SCOOT_0278,USER_01308,1782715884,06/29/2026 6:54 AM,40.7264,73.9454° W,40.726814,-73.946451,97,2
RIDE_001080,SCOOT_0184,USER_01355,2026-06-04 6:57:15,2026-06-04 7:01:15,40.7127,74.0064° W,40.716381,-74.009659,58,4
RIDE_001081,SCOOT_0017,USER_01024,06/13/2026 12:23 AM,2026-06-13 1:04:05,40.70975,74.0019° W,40.707963,-73.999153,79,4
RIDE_001082,SCOOT_0351,USER_01005,06/11/2026 12:47 PM,1781182311,40.7196° N,74.0076° W,40.721642,-74.011068,76,3
RIDE_001083,SCOOT_0124,USER_01237,06/01/2026 1:50 PM,06/01/2026 1:55 PM,40.773095,73.9815° W,40.774514,-73.983448,13%,3
RIDE_001084,SCOOT_0260,USER_00911,1781572501,1781573881,40.706156,-74.003987,40.699965,-74.004939,17,1
RIDE_001085,SCOOT_0232,USER_00601,06/03/2026 6:16 PM,1780511447,40.7193° N,-73.984162,40.725169,-73.981087,90%,2
RIDE_001086,SCOOT_0398,USER_01340,2026-06-28 5:55:31,2026-06-28 6:00:31,40.710184,-74.0059,40.710042,-74.010637,63,4
RIDE_001087,SCOOT_0052,USER_00337,2026-06-29 6:25:51,06/29/2026 6:52 AM,40.7090° N,-74.0082,40.70293,-74.008101,57,1
RIDE_001088,SCOOT_0215,USER_00971,06/05/2026 4:48 AM,1780637361,40.778119,74.0047° W,40.779331,-74.00251,48,1
RIDE_001089,SCOOT_0062,USER_00050,2026-06-02 10:09:16,2026-06-02 10:39:16,40.7106,74.0153° W,40.712415,-74.013241,65,2
RIDE_001090,SCOOT_0060,USER_01147,2026-06-06 3:08:41,06/06/2026 3:47 AM,40.71403,74.0093° W,40.714859,-74.005712,85,4
RIDE_001091,SCOOT_0300,USER_01087,2026-06-02 8:27:21,1780389741,40.710413,-73.997608,40.708837,-73.997511,15,3
RIDE_001092,SCOOT_0199,USER_01133,2026-06-01 11:02:39,06/01/2026 11:13 AM,40.71011,74.0051° W,40.704883,-74.006745,28,
RIDE_001093,SCOOT_0290,USER_00338,2026-06-21 22:49:46,2026-06-21 23:26:46,40.736158,-73.9828,40.739141,-73.980855,66,1
RIDE_001094,SCOOT_0099,USER_01376,1780958974,1780960714,40.713967,73.9368° W,40.714853,-73.939088,42,1
RIDE_001095,SCOOT_0124,USER_01227,1782308179,2026-06-24 14:04:19,40.7337° N,73.9317° W,40.731742,-73.931082,83,2
RIDE_001096,SCOOT_0143,USER_00806,06/17/2026 10:28 AM,06/17/2026 11:02 AM,40.6940° N,74.0169° W,40.691892,-74.021185,99,3
RIDE_001097,SCOOT_0356,USER_01148,2026-06-09 16:54:43,06/09/2026 5:38 PM,40.764317,-73.965894,40.765861,-73.963434,ERROR,5
RIDE_001098,SCOOT_0323,USER_00550,2026-06-30 22:02:05,2026-06-30 22:43:05,40.7070° N,-73.9987,40.709506,-74.002727,79,3
RIDE_001099,SCOOT_0266,USER_01385,2026-06-30 9:52:33,1782814413,40.7126,73.9545° W,40.715827,-73.951656,40,3
RIDE_001100,SCOOT_0284,USER_00658,1781431706,1781432846,40.740346,73.9138° W,40.737708,-73.912716,88,5
RIDE_001101,SCOOT_0192,USER_00504,1780851045,1780853445,40.7555° N,-73.968562,40.755151,-73.969717,44,4
RIDE_001102,SCOOT_0097,USER_00522,06/13/2026 5:38 PM,2026-06-13 17:58:03,40.7939° N,-73.953677,40.791913,-73.95386,ERROR,
RIDE_001103,SCOOT_0305,USER_00222,06/30/2026 6:01 PM,2026-06-30 18:33:27,40.7277° N,-74.017961,40.728333,-74.016135,55,4
RIDE_001104,SCOOT_0275,USER_00550,2026-06-16 15:55:01,2026-06-16 16:22:01,40.7138° N,-74.0138,40.712796,-74.020453,9,5
RIDE_001105,SCOOT_0119,USER_00452,1780630168,06/05/2026 3:59 AM,40.718279,-74.010344,40.722045,-74.007507,36%,2
RIDE_001106,SCOOT_0105,USER_01110,06/20/2026 9:58 PM,2026-06-20 22:37:43,40.730888,73.9907° W,40.731939,-73.993189,22,4
RIDE_001107,SCOOT_0313,USER_00340,1781915885,1781916665,40.71321,-74.007931,40.707866,-74.014623,53,4
RIDE_001108,SCOOT_0042,USER_00837,2026-06-29 6:19:06,1782714966,40.713707,-74.0082,40.712047,-74.006159,58,1
RIDE_001109,SCOOT_0224,USER_01074,1782231013,1782232873,40.7175° N,-74.00709,40.716472,-74.00559,27,4
RIDE_001110,SCOOT_0207,USER_00425,06/11/2026 11:43 AM,06/11/2026 11:47 AM,40.673361,-73.983537,40.675017,-73.981496,90,2
RIDE_001111,SCOOT_0232,USER_01461,1780831584,1780833084,40.691865,-73.9504,40.68923,-73.950127,low,1
RIDE_001112,SCOOT_0188,USER_00533,06/26/2026 12:47 AM,06/26/2026 1:14 AM,40.7710° N,-73.9477,40.76953,-73.949159,33,3
RIDE_001113,SCOOT_0047,USER_01449,06/16/2026 5:45 AM,06/16/2026 5:58 AM,40.717399,-74.004814,40.721202,-74.003948,49,2
RIDE_001114,SCOOT_0118,USER_00839,2026-06-30 5:46:48,2026-06-30 5:54:48,40.7258,-73.994663,40.721103,-73.992676,56,2
RIDE_001115,SCOOT_0241,USER_00867,1781071440,06/10/2026 6:40 AM,40.7176° N,73.9986° W,40.720084,-73.995114,95,5
RIDE_001116,SCOOT_0284,USER_00756,1782713210,06/29/2026 6:24 AM,40.71048,74.0106° W,40.71303,-74.009373,23,4
RIDE_001117,SCOOT_0202,USER_00277,2026-06-24 6:30:51,2026-06-24 6:42:51,40.7149,73.9983° W,40.715918,-73.994401,3,1
RIDE_001118,SCOOT_0366,USER_00509,2026-06-06 1:45:36,1780712316,40.718,74.0038° W,40.720517,-74.002281,32,1
RIDE_001119,SCOOT_0372,USER_00828,1780787903,2026-06-06 23:59:23,40.748777,-73.970369,40.744593,-73.967207,97,5
RIDE_001120,SCOOT_0258,USER_01024,06/29/2026 7:06 PM,06/29/2026 7:38 PM,40.7250° N,73.9623° W,40.722474,-73.960624,68,2
RIDE_001121,SCOOT_0250,USER_00407,1780622373,1780623333,40.712664,-74.0124,40.713926,-74.014113,39,3
RIDE_001122,SCOOT_0117,USER_00900,06/25/2026 12:35 AM,06/25/2026 12:51 AM,40.7304° N,-74.005973,40.731609,-74.008846,51,1
RIDE_001123,SCOOT_0152,USER_00767,06/09/2026 5:43 PM,2026-06-09 18:11:22,40.771313,-73.9804,40.773883,-73.975341,19,1
RIDE_001124,SCOOT_0170,USER_00397,2026-06-02 12:45:47,2026-06-02 13:17:47,40.69,73.9873° W,40.683488,-73.990846,62,
RIDE_001125,SCOOT_0230,USER_00827,2026-06-10 18:26:56,1781116796,40.7090° N,-74.01141,40.704214,-74.010171,81,1
RIDE_001126,SCOOT_0019,USER_01365,2026-06-11 22:18:57,06/11/2026 10:50 PM,40.7119,74.0045° W,40.714015,-74.003686,98,5
RIDE_001127,SCOOT_0048,USER_01264,1782417426,06/25/2026 8:36 PM,40.7260° N,-74.007391,40.722394,-74.004217,35%,1
RIDE_001128,SCOOT_0131,USER_00432,2026-06-13 10:02:24,2026-06-13 10:30:24,40.710444,-74.009742,40.70991,-74.012481,20,5
RIDE_001129,SCOOT_0343,USER_00942,1780280680,1780281460,40.680851,-74.0376,40.681896,-74.040312,87,1
RIDE_001130,SCOOT_0270,USER_00319,1782476923,1782479443,40.751646,73.9561° W,40.753135,-73.949888,95,3
RIDE_001131,SCOOT_0027,USER_01212,1782163703,2026-06-22 22:04:23,40.7241,-73.965114,40.719939,-73.962823,66,4
RIDE_001132,SCOOT_0186,USER_00846,2026-06-10 9:22:49,1781083909,40.7478,-73.97902,40.748342,-73.976184,LOW,5
RIDE_001133,SCOOT_0224,USER_00832,2026-06-24 14:33:29,2026-06-24 15:02:29,40.699217,-74.0621,40.701444,-74.063982,41,1
RIDE_001134,SCOOT_0221,USER_00482,2026-06-27 15:44:05,06/27/2026 3:56 PM,40.752734,-73.991767,40.752077,-73.989468,ERROR,4
RIDE_001135,SCOOT_0277,USER_00878,2026-06-10 8:51:21,2026-06-10 9:33:21,40.740596,-73.938696,40.735133,-73.940489,95,
RIDE_001136,SCOOT_0342,USER_01172,2026-06-16 3:21:39,06/16/2026 4:05 AM,40.714281,-74.003663,40.713979,-74.003835,87,3
RIDE_001137,SCOOT_0252,USER_00221,2026-06-03 1:28:19,1780450879,40.769611,-73.982221,40.773791,-73.979703,25,4
RIDE_001138,SCOOT_0050,USER_01017,2026-06-09 21:36:14,06/09/2026 9:57 PM,40.766356,-73.987323,40.766118,-73.988225,21,5
RIDE_001139,SCOOT_0215,USER_00482,1781942932,06/20/2026 8:29 AM,40.7088° N,-74.0046,40.707165,-74.002593,66,4
RIDE_001140,SCOOT_0065,USER_00306,2026-06-26 11:15:43,2026-06-26 12:00:43,40.708519,-73.999124,40.70583,-73.998466,16%,2
RIDE_001141,SCOOT_0155,USER_01453,06/24/2026 2:40 AM,1782270086,40.777237,-73.989013,40.779795,-73.9927,86%,5
RIDE_001142,SCOOT_0238,USER_01349,2026-06-07 17:13:46,2026-06-07 17:57:46,40.718608,-74.005943,40.716819,-74.006841,33,4
RIDE_001143,SCOOT_0085,USER_00514,2026-06-13 11:46:52,1781353072,40.716036,-74.008338,40.713788,-74.009002,low,
RIDE_001144,SCOOT_0020,USER_00019,2026-06-14 3:23:38,1781409458,40.737861,73.9412° W,40.736162,-73.938694,low,4
RIDE_001145,SCOOT_0141,USER_01088,2026-06-21 13:08:01,2026-06-21 13:32:01,40.7656° N,-73.9973,40.765572,-73.994939,19,5
RIDE_001146,SCOOT_0023,USER_00583,2026-06-13 19:15:02,1781380502,40.6967° N,-73.964138,40.699799,-73.961381,N/A,4
RIDE_001147,SCOOT_0115,USER_00921,06/11/2026 12:39 AM,1781140088,40.7488,-74.0071,40.746966,-74.006508,30%,5
RIDE_001148,SCOOT_0123,USER_00814,06/09/2026 10:55 AM,06/09/2026 11:39 AM,40.741516,-73.978631,40.741491,-73.978157,29,4
RIDE_001149,SCOOT_0394,USER_01230,06/01/2026 3:39 PM,1780328722,40.6836,-74.018675,40.684914,-74.014744,94,3
RIDE_001150,SCOOT_0091,USER_01117,06/22/2026 1:51 AM,06/22/2026 2:25 AM,40.7263° N,-73.9165,40.731186,-73.912515,ERROR,3
RIDE_001151,SCOOT_0344,USER_00527,2026-06-21 7:17:28,2026-06-21 7:20:28,40.736157,-73.990574,40.735122,-73.989106,N/A,3
RIDE_001152,SCOOT_0080,USER_00249,2026-06-14 5:53:35,2026-06-14 6:23:35,40.7155,-74.009356,40.715749,-74.015415,71,1
RIDE_001153,SCOOT_0262,USER_00251,1782605236,1782606316,40.718568,-74.008049,40.718735,-74.008978,44,2
RIDE_001154,SCOOT_0393,USER_00177,1781648526,06/16/2026 10:42 PM,40.784321,-74.03435,40.784271,-74.034668,LOW,5
RIDE_001155,SCOOT_0200,USER_00886,06/03/2026 5:54 AM,1780466791,40.710985,-73.9991,40.708323,-73.99678,45,
RIDE_001156,SCOOT_0286,USER_00938,2026-06-04 18:39:23,06/04/2026 7:07 PM,40.7142° N,74.0010° W,40.712223,-74.003153,96,4
RIDE_001157,SCOOT_0213,USER_00016,1781351033,2026-06-13 12:27:53,40.717184,74.0043° W,40.712549,-74.005917,86,3
RIDE_001158,SCOOT_0062,USER_01280,2026-06-11 16:52:29,06/11/2026 5:00 PM,40.7143° N,74.0026° W,40.712308,-74.011392,71,3
RIDE_001159,SCOOT_0357,USER_00529,2026-06-26 1:10:57,1782438837,40.714893,-74.0109,40.708841,-74.019378,39,2
RIDE_001160,SCOOT_0014,USER_00584,1782568152,1782568872,40.7161,-74.005486,40.715379,-74.001318,95,1
RIDE_001161,SCOOT_0094,USER_01181,06/11/2026 6:43 AM,1781160698,40.761646,-73.935674,40.757468,-73.935778,43,1
RIDE_001162,SCOOT_0354,USER_01119,2026-06-07 21:11:53,1780867193,40.7063° N,-74.006918,40.705587,-74.005038,92,5
RIDE_001163,SCOOT_0071,USER_00141,1781121999,1781124699,40.712982,-74.0035,40.715093,-73.997042,85,1
RIDE_001164,SCOOT_0042,USER_00685,06/04/2026 9:25 PM,06/04/2026 9:28 PM,40.711539,-74.009764,40.712277,-74.012171,76,2
RIDE_001165,SCOOT_0003,USER_01396,06/06/2026 6:44 AM,2026-06-06 7:28:25,40.787639,73.9912° W,40.785942,-73.992578,88,4
RIDE_001166,SCOOT_0208,USER_01210,06/17/2026 9:57 AM,2026-06-17 10:36:03,40.744968,73.9384° W,40.743043,-73.933359,68,2
RIDE_001167,SCOOT_0303,USER_00392,06/14/2026 9:03 PM,1781472263,40.7094° N,-74.005858,40.711332,-74.010752,1%,4
RIDE_001168,SCOOT_0069,USER_00447,2026-06-24 9:12:32,1782293012,40.710105,-74.009102,40.712574,-74.01199,LOW,4
RIDE_001169,SCOOT_0189,USER_00666,2026-06-09 4:06:00,2026-06-09 4:45:00,40.7156° N,-74.001577,40.718155,-74.000823,58,five star
RIDE_001170,SCOOT_0251,USER_01002,06/14/2026 1:47 PM,2026-06-14 14:32:20,40.6846° N,-74.056028,40.688987,-74.058127,86,2
RIDE_001171,SCOOT_0057,USER_00589,06/09/2026 3:55 PM,2026-06-09 16:01:37,40.7087° N,-74.0033,40.706263,-74.006189,68%,4
RIDE_001172,SCOOT_0103,USER_01410,1780654751,06/05/2026 10:39 AM,40.7070° N,-74.007932,40.706777,-74.007202,39,4
RIDE_001173,SCOOT_0261,USER_01315,2026-06-28 10:02:05,2026-06-28 10:35:05,40.7082,-74.033962,40.707654,-74.034557,63,5
RIDE_001174,SCOOT_0033,USER_01162,06/30/2026 5:16 AM,2026-06-30 5:26:05,40.714841,-74.0009,40.71522,-74.002317,40,1
RIDE_001175,SCOOT_0271,USER_00007,1782705240,1782706320,40.6693° N,74.0734° W,40.671341,-74.07167,68%,4
RIDE_001176,SCOOT_0357,USER_00557,06/05/2026 12:42 AM,06/05/2026 1:05 AM,40.760447,-73.970573,40.764668,-73.972026,93%,3
RIDE_001177,SCOOT_0173,USER_00731,06/19/2026 7:15 AM,06/19/2026 7:58 AM,40.719605,73.9888° W,40.71778,-73.986997,42,
RIDE_001178,SCOOT_0105,USER_00957,2026-06-16 8:46:50,1781601830,40.714439,-74.004572,40.714682,-74.004686,18%,1
RIDE_001179,SCOOT_0132,USER_00024,1781465320,06/14/2026 7:35 PM,40.7224° N,-74.001263,40.724522,-74.000928,48,
RIDE_001180,SCOOT_0129,USER_01226,2026-06-30 21:23:24,06/30/2026 9:52 PM,40.716829,-74.003928,40.716907,-74.004839,31,1
RIDE_001181,SCOOT_0211,USER_00678,1781823258,06/18/2026 11:12 PM,40.7125° N,74.0187° W,40.713108,-74.020147,63,2
RIDE_001182,SCOOT_0322,USER_01171,2026-06-04 3:13:47,06/04/2026 3:48 AM,40.732353,-73.987613,40.728787,-73.987763,90,1
RIDE_001183,SCOOT_0339,USER_00921,2026-06-01 10:01:18,1780308978,40.7086° N,-74.004106,40.709488,-74.001233,17,1
RIDE_001184,SCOOT_0082,USER_00971,1780957887,1780958547,40.709636,74.0059° W,40.705541,-74.003759,88,1
RIDE_001185,SCOOT_0213,USER_00223,06/13/2026 12:16 AM,1781310579,40.7149,-74.004017,40.71488,-74.002772,28,
RIDE_001186,SCOOT_0305,USER_01092,06/14/2026 8:20 AM,06/14/2026 8:33 AM,40.7192° N,-74.0071,40.719633,-74.010399,N/A,2
RIDE_001187,SCOOT_0101,USER_00832,2026-06-22 20:39:16,1782161716,40.688735,-74.006844,40.692047,-74.007613,94%,1
RIDE_001188,SCOOT_0287,USER_00982,1781098820,2026-06-10 14:17:20,40.7533° N,-73.9936,40.751677,-73.992753,90,1
RIDE_001189,SCOOT_0279,USER_00152,2026-06-13 23:39:11,2026-06-14 0:19:11,40.6829,73.9804° W,40.680859,-73.978215,7,5
RIDE_001190,SCOOT_0072,USER_00452,06/08/2026 7:37 PM,2026-06-08 20:15:28,40.70772,-74.003325,40.709736,-74.002172,6,2
RIDE_001191,SCOOT_0173,USER_00062,06/23/2026 11:09 PM,06/23/2026 11:17 PM,40.6806° N,-73.983009,40.677062,-73.983767,59,3
RIDE_001192,SCOOT_0353,USER_00390,1780359911,1780360151,40.768988,-73.969766,40.769034,-73.97269,82%,1
RIDE_001193,SCOOT_0195,USER_01377,06/16/2026 3:34 AM,2026-06-16 4:05:39,40.7618° N,-73.9676,40.754851,-73.965264,20,3
RIDE_001194,SCOOT_0268,USER_00157,2026-06-04 18:21:02,2026-06-04 19:05:02,40.712703,-74.00119,40.709417,-74.01072,70%,4
RIDE_001195,SCOOT_0134,USER_00504,2026-06-05 6:23:52,06/05/2026 6:44 AM,40.753982,-73.979869,40.74891,-73.982804,7,
RIDE_001196,SCOOT_0262,USER_00467,06/13/2026 12:34 PM,06/13/2026 1:17 PM,40.723821,-74.007222,40.726014,-74.009174,31%,3
RIDE_001197,SCOOT_0209,USER_00426,2026-06-11 13:27:19,2026-06-11 14:12:19,40.7044° N,74.0067° W,40.703642,-74.007881,6%,1
RIDE_001198,SCOOT_0032,USER_00549,06/08/2026 2:56 PM,06/08/2026 3:37 PM,40.7466,73.9627° W,40.746157,-73.966507,68,1
RIDE_001199,SCOOT_0281,USER_00971,1782438158,2026-06-26 1:52:38,40.6989° N,-74.083487,40.692773,-74.08127,81,2
RIDE_001200,SCOOT_0357,USER_00820,1781600638,2026-06-16 9:39:58,40.7148° N,-74.00623,40.710642,-74.008353,87,
RIDE_001201,SCOOT_0221,USER_00439,06/20/2026 10:44 AM,2026-06-20 10:57:46,40.683945,-74.076418,40.681728,-74.074461,48%,5
RIDE_001202,SCOOT_0388,USER_00596,1780571777,1780572917,40.718509,-74.0077,40.720779,-74.01342,46,3
RIDE_001203,SCOOT_0044,USER_00963,1782610346,06/28/2026 1:46 AM,40.743789,-73.951279,40.744711,-73.952022,94,
RIDE_001204,SCOOT_0124,USER_01139,06/13/2026 11:12 AM,1781350874,40.715608,-74.062,40.717491,-74.062827,29,3
RIDE_001205,SCOOT_0020,USER_00594,1782238463,2026-06-23 18:50:23,40.7122,-74.006735,40.70963,-74.006778,8,3
RIDE_001206,SCOOT_0363,USER_00251,2026-06-22 23:16:05,1782170525,40.687947,74.0397° W,40.688201,-74.037281,68,3
RIDE_001207,SCOOT_0102,USER_00494,2026-06-13 8:04:42,06/13/2026 8:16 AM,40.77647,74.0065° W,40.779076,-74.010071,70,
RIDE_001208,SCOOT_0385,USER_01254,2026-06-19 3:19:42,06/19/2026 4:02 AM,40.794857,-73.958805,40.789123,-73.958526,5,1
RIDE_001209,SCOOT_0006,USER_00379,1782411776,2026-06-25 18:56:56,40.752,-73.9928,40.756083,-73.994736,93,1
RIDE_001210,SCOOT_0242,USER_01305,1780793882,2026-06-07 1:02:02,40.745272,73.9761° W,40.747329,-73.976511,low,3
RIDE_001211,SCOOT_0178,USER_00275,2026-06-23 18:06:28,1782239128,40.723827,-73.97738,40.717293,-73.978969,28%,5
RIDE_001212,SCOOT_0204,USER_01086,2026-06-29 2:06:34,2026-06-29 2:13:34,40.710553,74.0041° W,40.702678,-73.996436,70,2
RIDE_001213,SCOOT_0232,USER_00564,2026-06-16 12:29:11,1781613191,40.716721,-74.005822,40.720265,-73.998792,19%,
RIDE_001214,SCOOT_0188,USER_01292,2026-06-11 12:17:42,2026-06-11 12:46:42,40.7163° N,74.0022° W,40.716675,-74.002629,69,1
RIDE_001215,SCOOT_0022,USER_00396,06/01/2026 12:17 PM,1780317315,40.6966° N,-74.025322,40.694523,-74.029374,96,five star
RIDE_001216,SCOOT_0165,USER_00436,06/28/2026 2:00 AM,1782614219,40.759883,-74.0113,40.760455,-74.011402,20,1
