station_id,timestamp,entries,exits
Stn_005,2026-06-21 16:00:00,247,234
stn_002,2026-06-26 15:00:00,146,132
STN_003,2026-06-09 6:00:00,222,DEVICE_ERROR
stn_008,2026-06-19 13:00:00,74,69
Stn_007,2026-06-05 7:00:00,397,416
STN_005,2026-06-28 18:00:00,-525,506
stn_010,2026-06-06 13:00:00,77,76
stn_007,2026-06-25 10:00:00,230,188
STN_010,2026-06-04 11:00:00,126,101
STN_002,2026-06-10 23:00:00,84,87
Stn_009,2026-06-28 11:00:00,126,112
stn_008,2026-06-25 13:00:00,90,73
STN_005,2026-06-04 15:00:00,141,131
STN_004,2026-06-27 8:00:00,506,474
stn_008,2026-06-23 9:00:00,343,275
Stn_010,2026-06-01 20:00:00,242,201
STN_002,2026-06-24 5:00:00,122,109
stn_001,2026-06-30 2:00:00,78,63
STN_001,2026-06-24 13:00:00,75,71
stn_001,2026-06-07 12:00:00,83,84
stn_005,2026-06-09 9:00:00,357,311
stn_010,2026-06-11 1:00:00,75,72
STN_006,2026-06-16 0:00:00,86,80
stn_005,2026-06-24 19:00:00,466,467
STN_001,2026-06-18 19:00:00,471,485
Stn_007,2026-06-14 7:00:00,441,428
stn_008,2026-06-29 0:00:00,83,70
STN_005,2026-06-14 11:00:00,128,103
Stn_010,2026-06-02 22:00:00,82,72
STN_008,2026-06-18 1:00:00,82,68
STN_005,2026-06-13 14:00:00,94,77
stn_008,2026-06-09 6:00:00,222,DEVICE_ERROR
STN_006,2026-06-09 16:00:00,244,222
Stn_004,2026-06-02 13:00:00,86,83
STN_008,2026-06-12 9:00:00,399,331
Stn_005,2026-06-18 3:00:00,84,84
STN_004,2026-06-07 12:00:00,77,72
Stn_007,2026-06-15 22:00:00,93,89
stn_009,2026-06-25 18:00:00,457,377
stn_005,2026-06-02 0:00:00,84,79
stn_005,2026-06-26 17:00:00,412,401
stn_005,2026-06-06 17:00:00,434,357
STN_002,2026-06-01 0:00:00,84,77
STN_009,2026-06-13 19:00:00,470,466
stn_009,2026-06-15 15:00:00,134,120
stn_003,2026-06-15 0:00:00,83,68
Stn_007,2026-06-26 12:00:00,75,75
stn_006,2026-06-08 4:00:00,93,-97
Stn_002,2026-06-09 15:00:00,145,122
stn_005,2026-06-22 7:00:00,431,440
STN_008,2026-06-05 20:00:00,213,194
stn_003,2026-06-15 21:00:00,145,-123
STN_008,2026-06-30 5:00:00,117,110
stn_006,2026-06-20 16:00:00,226,216
stn_004,2026-06-13 23:00:00,87,83
stn_002,2026-06-30 20:00:00,251,211
stn_005,2026-06-28 16:00:00,262,224
STN_007,2026-06-30 6:00:00,249,261
stn_010,2026-06-13 11:00:00,114,111
Stn_009,2026-06-23 12:00:00,DEVICE_ERROR,74
stn_001,2026-06-19 3:00:00,84,86
STN_003,2026-06-30 15:00:00,132,-116
STN_007,2026-06-25 7:00:00,370,315
Stn_005,2026-06-06 12:00:00,84,86
Stn_005,2026-06-27 0:00:00,78,68
Stn_005,2026-06-14 18:00:00,556,449
Stn_001,2026-06-16 8:00:00,511,501
Stn_007,2026-06-15 10:00:00,196,165
STN_003,2026-06-21 14:00:00,97,81
STN_010,2026-06-03 18:00:00,470,470
stn_002,2026-06-20 22:00:00,92,87
STN_003,2026-06-24 16:00:00,223,183
STN_005,2026-06-02 10:00:00,211,-217
stn_003,2026-06-21 4:00:00,87,87
stn_004,2026-06-29 13:00:00,90,87
STN_007,2026-06-08 3:00:00,74,74
STN_002,2026-06-28 22:00:00,82,82
stn_010,2026-06-01 3:00:00,-71,69
stn_008,2026-06-22 19:00:00,400,410
Stn_008,2026-06-11 8:00:00,550,-461
stn_003,2026-06-12 22:00:00,91,95
STN_007,2026-06-04 19:00:00,458,383
STN_009,2026-06-02 22:00:00,78,75
STN_007,2026-06-24 13:00:00,85,78
STN_003,2026-06-24 4:00:00,93,79
stn_005,2026-06-18 14:00:00,87,90
STN_010,2026-06-03 3:00:00,74,77
stn_003,2026-06-27 11:00:00,133,107
stn_009,2026-06-10 3:00:00,69,56
STN_008,2026-06-23 8:00:00,468,422
STN_004,2026-06-01 7:00:00,DEVICE_ERROR,304
stn_001,2026-06-08 12:00:00,95,85
STN_002,2026-06-20 16:00:00,-282,280
STN_008,2026-06-05 17:00:00,461,471
stn_002,2026-06-24 4:00:00,77,-77
STN_002,2026-06-08 17:00:00,472,444
STN_010,2026-06-22 7:00:00,445,382
stn_002,2026-06-13 21:00:00,138,124
stn_002,2026-06-12 12:00:00,88,81
stn_006,2026-06-01 11:00:00,112,97
Stn_010,2026-06-29 5:00:00,108,101
STN_006,2026-06-15 6:00:00,255,262
STN_006,2026-06-04 11:00:00,123,120
stn_004,2026-06-21 12:00:00,96,83
stn_005,2026-06-06 9:00:00,363,332
STN_004,2026-06-10 9:00:00,435,422
stn_010,2026-06-19 20:00:00,260,268
STN_007,2026-06-12 21:00:00,114,108
STN_003,2026-06-30 21:00:00,110,105
STN_007,2026-06-17 2:00:00,68,61
STN_007,2026-06-06 23:00:00,DEVICE_ERROR,62
STN_005,2026-06-11 23:00:00,84,81
STN_005,2026-06-03 18:00:00,525,484
Stn_008,2026-06-17 12:00:00,76,65
stn_001,2026-06-07 1:00:00,80,77
stn_004,2026-06-02 16:00:00,256,249
STN_009,2026-06-01 3:00:00,72,67
stn_009,2026-06-08 0:00:00,DEVICE_ERROR,67
stn_006,2026-06-03 22:00:00,84,76
STN_006,2026-06-13 10:00:00,237,227
STN_005,2026-06-26 18:00:00,554,536
stn_005,2026-06-19 14:00:00,94,82
STN_002,2026-06-21 7:00:00,336,350
STN_009,2026-06-17 5:00:00,111,-89
Stn_010,2026-06-24 2:00:00,70,62
STN_004,2026-06-09 3:00:00,DEVICE_ERROR,66
STN_008,2026-06-15 1:00:00,88,91
stn_010,2026-06-03 23:00:00,77,72
stn_009,2026-06-15 5:00:00,104,88
STN_007,2026-06-15 14:00:00,83,78
STN_008,2026-06-13 8:00:00,443,403
Stn_002,2026-06-15 22:00:00,100,97
stn_009,2026-06-24 18:00:00,555,463
STN_009,2026-06-09 0:00:00,-78,64
stn_008,2026-06-06 13:00:00,93,80
stn_001,2026-06-24 1:00:00,77,76
stn_004,2026-06-30 12:00:00,99,103
Stn_001,2026-06-22 13:00:00,82,72
STN_006,2026-06-30 7:00:00,409,390
stn_006,2026-06-15 22:00:00,88,88
STN_001,2026-06-11 3:00:00,91,80
STN_004,2026-06-21 13:00:00,74,59
STN_001,2026-06-05 7:00:00,386,309
Stn_005,2026-06-20 8:00:00,493,484
Stn_010,2026-06-15 1:00:00,81,77
stn_004,2026-06-22 10:00:00,231,198
STN_003,2026-06-06 4:00:00,94,93
Stn_003,2026-06-08 19:00:00,380,343
stn_004,2026-06-29 6:00:00,258,261
STN_003,2026-06-15 18:00:00,25,25
stn_002,2026-06-06 6:00:00,251,223
STN_002,2026-06-08 20:00:00,279,283
stn_001,2026-06-12 4:00:00,79,65
STN_002,2026-06-07 18:00:00,462,377
Stn_005,2026-06-10 12:00:00,88,75
stn_006,2026-06-21 12:00:00,89,91
STN_001,2026-06-04 7:00:00,409,-343
STN_010,2026-06-29 15:00:00,108,88
stn_004,2026-06-11 8:00:00,DEVICE_ERROR,415
STN_007,2026-06-16 8:00:00,511,516
Stn_010,2026-06-28 0:00:00,DEVICE_ERROR,78
STN_002,2026-06-18 9:00:00,403,412
Stn_005,2026-06-21 13:00:00,89,84
STN_004,2026-06-28 18:00:00,571,503
STN_010,2026-06-15 7:00:00,447,373
STN_010,2026-06-05 7:00:00,341,336
STN_003,2026-06-22 22:00:00,97,85
STN_007,2026-06-08 22:00:00,90,74
STN_005,2026-06-19 21:00:00,DEVICE_ERROR,103
STN_005,2026-06-17 0:00:00,88,74
STN_003,2026-06-07 20:00:00,254,254
STN_002,2026-06-16 20:00:00,262,245
STN_008,2026-06-02 18:00:00,553,567
STN_002,2026-06-03 1:00:00,87,80
STN_007,2026-06-29 18:00:00,484,436
STN_008,2026-06-14 5:00:00,115,101
STN_010,2026-06-06 5:00:00,DEVICE_ERROR,108
STN_007,2026-06-24 17:00:00,389,389
stn_004,2026-06-12 14:00:00,85,83
STN_010,2026-06-30 15:00:00,134,119
Stn_001,2026-06-15 5:00:00,DEVICE_ERROR,102
STN_005,2026-06-04 22:00:00,85,82
stn_001,2026-06-15 17:00:00,399,414
stn_004,2026-06-03 9:00:00,412,419
Stn_008,2026-06-21 0:00:00,71,65
STN_001,2026-06-20 21:00:00,122,112
STN_005,2026-06-28 6:00:00,243,211
STN_010,2026-06-23 13:00:00,92,80
STN_001,2026-06-16 15:00:00,127,118
stn_002,2026-06-15 1:00:00,84,79
STN_009,2026-06-12 13:00:00,81,67
STN_009,2026-06-18 12:00:00,100,93
STN_010,2026-06-14 16:00:00,253,206
STN_001,2026-06-23 12:00:00,90,77
stn_002,2026-06-01 10:00:00,218,-195
Stn_008,2026-06-27 7:00:00,346,301
STN_006,2026-06-16 10:00:00,259,DEVICE_ERROR
STN_008,2026-06-05 2:00:00,81,68
STN_007,2026-06-27 2:00:00,80,71
stn_009,2026-06-05 18:00:00,505,469
stn_006,2026-06-13 17:00:00,446,359
stn_005,2026-06-11 13:00:00,91,89
stn_004,2026-06-15 3:00:00,69,66
STN_004,2026-06-24 21:00:00,127,117
stn_002,2026-06-03 15:00:00,125,114
stn_004,2026-06-17 20:00:00,242,252
stn_004,2026-06-06 15:00:00,132,125
stn_010,2026-06-15 23:00:00,92,82
STN_007,2026-06-14 15:00:00,127,121
STN_006,2026-06-22 11:00:00,113,107
stn_008,2026-06-28 23:00:00,82,83
STN_002,2026-06-15 10:00:00,216,-214
stn_006,2026-06-18 23:00:00,72,70
STN_006,2026-06-12 12:00:00,83,-69
Stn_006,2026-06-04 16:00:00,246,223
STN_007,2026-06-19 13:00:00,92,82
stn_007,2026-06-23 9:00:00,391,384
stn_007,2026-06-03 13:00:00,90,84
STN_001,2026-06-20 17:00:00,423,434
Stn_003,2026-06-28 7:00:00,395,384
STN_006,2026-06-11 18:00:00,603,616
stn_007,2026-06-09 1:00:00,83,82
Stn_006,2026-06-29 2:00:00,69,63
stn_010,2026-06-10 18:00:00,530,517
STN_003,2026-06-04 7:00:00,430,380
STN_002,2026-06-25 3:00:00,90,77
STN_001,2026-06-15 3:00:00,80,78
stn_009,2026-06-07 8:00:00,-429,435
Stn_007,2026-06-02 8:00:00,449,409
STN_003,2026-06-29 7:00:00,347,339
STN_009,2026-06-19 18:00:00,569,493
Stn_007,2026-06-03 5:00:00,128,111
stn_010,2026-06-07 22:00:00,DEVICE_ERROR,67
STN_008,2026-06-27 13:00:00,81,77
STN_010,2026-06-08 16:00:00,225,193
stn_008,2026-06-15 5:00:00,137,-128
STN_002,2026-06-12 9:00:00,405,419
Stn_008,2026-06-15 21:00:00,114,110
STN_009,2026-06-28 19:00:00,414,388
stn_005,2026-06-19 0:00:00,85,76
stn_005,2026-06-08 18:00:00,475,476
stn_003,2026-06-10 7:00:00,447,435
stn_010,2026-06-03 21:00:00,127,122
Stn_006,2026-06-07 0:00:00,72,61
STN_007,2026-06-10 6:00:00,196,DEVICE_ERROR
stn_006,2026-06-15 19:00:00,484,502
STN_002,2026-06-26 18:00:00,484,464
STN_003,2026-06-19 5:00:00,131,109
STN_002,2026-06-25 4:00:00,90,82
STN_010,2026-06-26 12:00:00,-80,78
STN_007,2026-06-14 16:00:00,277,DEVICE_ERROR
stn_007,2026-06-15 23:00:00,79,68
STN_003,2026-06-21 0:00:00,74,61
STN_001,2026-06-20 3:00:00,90,79
Stn_001,2026-06-12 19:00:00,-451,386
Stn_004,2026-06-03 21:00:00,112,94
STN_001,2026-06-23 3:00:00,92,95
stn_006,2026-06-21 21:00:00,109,108
stn_002,2026-06-15 0:00:00,73,75
stn_001,2026-06-08 4:00:00,84,74
STN_007,2026-06-11 0:00:00,88,89
stn_002,2026-06-21 22:00:00,78,DEVICE_ERROR
Stn_004,2026-06-14 8:00:00,493,481
stn_008,2026-06-24 7:00:00,405,361
stn_003,2026-06-11 15:00:00,140,116
Stn_010,2026-06-05 2:00:00,78,69
Stn_004,2026-06-15 19:00:00,487,438
stn_004,2026-06-23 4:00:00,96,80
Stn_004,2026-06-29 20:00:00,273,264
stn_005,2026-06-02 20:00:00,227,188
STN_007,2026-06-01 22:00:00,DEVICE_ERROR,99
STN_008,2026-06-27 11:00:00,130,123
STN_009,2026-06-29 21:00:00,134,134
STN_002,2026-06-03 23:00:00,88,91
Stn_006,2026-06-15 13:00:00,81,68
stn_003,2026-06-24 0:00:00,75,70
Stn_007,2026-06-27 15:00:00,136,128
STN_007,2026-06-28 7:00:00,406,329
Stn_002,2026-06-20 17:00:00,428,344
STN_008,2026-06-22 5:00:00,105,100
Stn_008,2026-06-03 5:00:00,133,124
Stn_001,2026-06-13 20:00:00,276,224
STN_009,2026-06-05 14:00:00,DEVICE_ERROR,72
STN_010,2026-06-30 10:00:00,234,209
STN_004,2026-06-23 7:00:00,447,435
STN_003,2026-06-29 21:00:00,117,96
stn_007,2026-06-15 6:00:00,204,202
STN_007,2026-06-23 15:00:00,126,128
STN_010,2026-06-13 12:00:00,97,78
stn_010,2026-06-14 22:00:00,86,70
STN_009,2026-06-06 1:00:00,-83,87
Stn_001,2026-06-30 13:00:00,75,61
stn_006,2026-06-10 5:00:00,127,-133
Stn_005,2026-06-15 12:00:00,80,78
stn_002,2026-06-29 7:00:00,374,357
STN_003,2026-06-22 7:00:00,385,-329
stn_003,2026-06-24 13:00:00,72,68
stn_008,2026-06-19 2:00:00,76,78
Stn_006,2026-06-17 19:00:00,434,415
STN_007,2026-06-08 13:00:00,88,DEVICE_ERROR
stn_003,2026-06-07 12:00:00,79,64
Stn_007,2026-06-26 22:00:00,82,79
STN_006,2026-06-06 14:00:00,83,69
STN_001,2026-06-26 21:00:00,122,113
Stn_001,2026-06-27 19:00:00,402,331
STN_001,2026-06-22 15:00:00,126,106
stn_007,2026-06-14 1:00:00,90,89
Stn_004,2026-06-16 22:00:00,98,98
STN_006,2026-06-15 16:00:00,246,247
STN_007,2026-06-28 11:00:00,129,131
STN_001,2026-06-20 10:00:00,256,DEVICE_ERROR
STN_007,2026-06-15 4:00:00,82,76
STN_003,2026-06-15 22:00:00,90,81
Stn_009,2026-06-29 9:00:00,387,388
STN_006,2026-06-16 17:00:00,397,387
stn_005,2026-06-06 15:00:00,132,134
stn_006,2026-06-29 4:00:00,77,70
STN_004,2026-06-06 3:00:00,79,79
STN_003,2026-06-23 9:00:00,367,DEVICE_ERROR
STN_004,2026-06-20 19:00:00,-408,339
STN_009,2026-06-26 19:00:00,433,350
STN_008,2026-06-03 15:00:00,124,-110
stn_003,2026-06-01 0:00:00,91,93
Stn_008,2026-06-29 14:00:00,-88,85
STN_009,2026-06-03 8:00:00,438,396
Stn_009,2026-06-11 8:00:00,546,541
STN_005,2026-06-27 15:00:00,136,125
STN_004,2026-06-05 4:00:00,75,76
stn_004,2026-06-18 13:00:00,76,62
STN_003,2026-06-21 5:00:00,114,99
STN_003,2026-06-15 13:00:00,93,81
STN_003,2026-06-12 2:00:00,78,75
STN_004,2026-06-05 1:00:00,92,80
stn_001,2026-06-15 4:00:00,84,79
STN_002,2026-06-15 3:00:00,87,82
stn_008,2026-06-17 5:00:00,120,-100
STN_004,2026-06-03 2:00:00,79,79
STN_003,2026-06-15 5:00:00,DEVICE_ERROR,114
STN_004,2026-06-28 4:00:00,91,-77
STN_002,2026-06-10 14:00:00,85,87
STN_008,2026-06-15 14:00:00,85,88
STN_002,2026-06-23 15:00:00,130,136
STN_004,2026-06-18 21:00:00,139,133
STN_005,2026-06-17 1:00:00,85,79
STN_004,2026-06-10 3:00:00,81,73
stn_004,2026-06-03 5:00:00,107,109
STN_007,2026-06-26 3:00:00,93,97
STN_009,2026-06-09 8:00:00,525,489
STN_008,2026-06-04 10:00:00,241,193
stn_001,2026-06-13 15:00:00,119,110
Stn_002,2026-06-14 0:00:00,83,68
STN_004,2026-06-26 16:00:00,254,218
Stn_006,2026-06-15 18:00:00,462,431
stn_009,2026-06-07 4:00:00,98,96
Stn_005,2026-06-06 4:00:00,78,65
stn_002,2026-06-16 7:00:00,DEVICE_ERROR,389
stn_010,2026-06-05 21:00:00,119,104
STN_008,2026-06-18 23:00:00,81,83
STN_009,2026-06-16 5:00:00,109,91
stn_005,2026-06-01 9:00:00,442,369
STN_007,2026-06-28 17:00:00,439,354
stn_010,2026-06-12 2:00:00,92,83
stn_009,2026-06-23 4:00:00,93,92
STN_003,2026-06-04 2:00:00,88,83
STN_004,2026-06-08 5:00:00,112,100
stn_006,2026-06-10 14:00:00,76,73
STN_005,2026-06-15 10:00:00,234,DEVICE_ERROR
STN_004,2026-06-09 23:00:00,74,73
Stn_001,2026-06-11 19:00:00,478,417
STN_004,2026-06-17 9:00:00,369,307
stn_002,2026-06-17 21:00:00,115,104
Stn_005,2026-06-27 23:00:00,77,78
stn_001,2026-06-15 6:00:00,235,217
STN_001,2026-06-01 8:00:00,412,419
STN_010,2026-06-16 10:00:00,226,222
STN_002,2026-06-18 17:00:00,455,458
stn_008,2026-06-08 18:00:00,493,477
Stn_004,2026-06-06 9:00:00,393,-404
stn_001,2026-06-01 22:00:00,90,81
stn_008,2026-06-04 2:00:00,86,81
stn_007,2026-06-20 15:00:00,141,117
stn_002,2026-06-10 4:00:00,82,74
STN_009,2026-06-04 7:00:00,388,376
Stn_007,2026-06-01 16:00:00,239,224
stn_001,2026-06-10 13:00:00,73,69
Stn_001,2026-06-05 3:00:00,91,92
STN_003,2026-06-15 10:00:00,225,208
STN_007,2026-06-16 20:00:00,223,198
stn_003,2026-06-03 16:00:00,278,234
stn_007,2026-06-17 9:00:00,429,361
Stn_010,2026-06-26 13:00:00,83,74
Stn_010,2026-06-23 7:00:00,354,325
STN_007,2026-06-15 20:00:00,246,212
STN_009,2026-06-14 1:00:00,77,75
STN_005,2026-06-08 8:00:00,DEVICE_ERROR,424
stn_001,2026-06-15 2:00:00,DEVICE_ERROR,71
Stn_003,2026-06-28 0:00:00,71,73
stn_004,2026-06-21 18:00:00,516,529
stn_010,2026-06-17 7:00:00,375,330
stn_002,2026-06-28 6:00:00,194,167
STN_007,2026-06-10 23:00:00,78,81
STN_002,2026-06-27 3:00:00,89,93
STN_005,2026-06-30 23:00:00,69,65
Stn_001,2026-06-12 5:00:00,107,86
Stn_003,2026-06-08 20:00:00,269,262
STN_007,2026-06-28 8:00:00,434,379
STN_003,2026-06-07 13:00:00,-75,61
STN_004,2026-06-22 15:00:00,118,106
STN_006,2026-06-15 5:00:00,139,144
STN_010,2026-06-17 13:00:00,-85,79
STN_003,2026-06-06 8:00:00,479,-427
stn_007,2026-06-26 14:00:00,97,96
STN_004,2026-06-08 16:00:00,DEVICE_ERROR,225
STN_009,2026-06-16 22:00:00,85,-76
STN_004,2026-06-06 7:00:00,350,328
STN_007,2026-06-05 23:00:00,75,71
Stn_006,2026-06-12 4:00:00,91,90
STN_009,2026-06-22 2:00:00,91,87
STN_001,2026-06-08 16:00:00,258,252
stn_010,2026-06-10 4:00:00,91,92
Stn_004,2026-06-30 19:00:00,478,395
Stn_004,2026-06-11 14:00:00,95,90
STN_008,2026-06-24 20:00:00,256,235
STN_009,2026-06-15 1:00:00,85,79
stn_008,2026-06-04 22:00:00,83,72
Stn_005,2026-06-16 17:00:00,472,465
stn_010,2026-06-19 10:00:00,221,229
STN_005,2026-06-29 5:00:00,109,113
STN_002,2026-06-02 0:00:00,86,70
STN_005,2026-06-01 0:00:00,89,72
Stn_005,2026-06-03 7:00:00,429,375
STN_010,2026-06-09 9:00:00,408,346
Stn_006,2026-06-14 8:00:00,477,485
STN_005,2026-06-17 18:00:00,473,420
STN_005,2026-06-02 3:00:00,72,62
Stn_009,2026-06-25 17:00:00,457,477
stn_001,2026-06-24 15:00:00,114,-94
stn_008,2026-06-27 20:00:00,216,221
Stn_001,2026-06-28 1:00:00,69,56
STN_007,2026-06-20 10:00:00,250,243
Stn_009,2026-06-16 15:00:00,DEVICE_ERROR,142
stn_001,2026-06-07 10:00:00,220,189
Stn_006,2026-06-25 11:00:00,139,117
Stn_009,2026-06-18 17:00:00,387,364
STN_008,2026-06-15 18:00:00,556,-533
stn_008,2026-06-15 22:00:00,77,68
STN_005,2026-06-20 3:00:00,-89,72
Stn_004,2026-06-20 4:00:00,DEVICE_ERROR,82
stn_010,2026-06-19 14:00:00,84,71
stn_001,2026-06-12 23:00:00,69,63
stn_001,2026-06-07 13:00:00,82,72
STN_003,2026-06-02 21:00:00,113,108
STN_005,2026-06-01 15:00:00,122,116
STN_007,2026-06-21 21:00:00,116,108
stn_008,2026-06-09 18:00:00,580,530
STN_003,2026-06-28 15:00:00,122,99
STN_010,2026-06-01 13:00:00,75,77
STN_007,2026-06-11 9:00:00,412,378
Stn_001,2026-06-06 9:00:00,425,425
STN_010,2026-06-12 18:00:00,543,462
Stn_005,2026-06-11 0:00:00,88,72
stn_002,2026-06-01 2:00:00,DEVICE_ERROR,DEVICE_ERROR
Stn_004,2026-06-14 20:00:00,210,183
Stn_009,2026-06-15 17:00:00,392,-371
STN_007,2026-06-06 9:00:00,396,371
STN_008,2026-06-01 20:00:00,265,264
STN_005,2026-06-22 5:00:00,116,100
STN_008,2026-06-02 19:00:00,381,334
stn_009,2026-06-06 6:00:00,200,-182
Stn_010,2026-06-04 15:00:00,118,109
Stn_006,2026-06-04 9:00:00,427,395
Stn_007,2026-06-18 15:00:00,134,133
STN_008,2026-06-30 19:00:00,397,380
STN_003,2026-06-14 1:00:00,91,86
stn_006,2026-06-16 9:00:00,341,345
Stn_002,2026-06-24 2:00:00,73,61
Stn_006,2026-06-25 17:00:00,451,379
Stn_008,2026-06-09 8:00:00,447,387
stn_009,2026-06-04 21:00:00,135,119
stn_008,2026-06-11 11:00:00,126,-121
stn_009,2026-06-22 12:00:00,78,81
STN_009,2026-06-09 21:00:00,143,118
STN_009,2026-06-22 23:00:00,83,80
STN_001,2026-06-11 8:00:00,514,431
STN_003,2026-06-29 14:00:00,85,88
STN_010,2026-06-15 18:00:00,485,466
STN_005,2026-06-19 23:00:00,-81,69
stn_001,2026-06-02 1:00:00,70,65
STN_006,2026-06-26 11:00:00,109,114
stn_006,2026-06-02 15:00:00,137,130
Stn_002,2026-06-12 3:00:00,76,67
Stn_007,2026-06-05 20:00:00,262,241
Stn_004,2026-06-16 20:00:00,248,200
STN_010,2026-06-06 15:00:00,128,133
Stn_007,2026-06-16 3:00:00,75,71
stn_003,2026-06-17 23:00:00,75,-66
stn_001,2026-06-15 7:00:00,418,393
Stn_008,2026-06-20 11:00:00,125,112
stn_009,2026-06-02 11:00:00,136,DEVICE_ERROR
Stn_008,2026-06-01 1:00:00,72,72
Stn_001,2026-06-03 17:00:00,391,327
stn_005,2026-06-04 4:00:00,75,78
STN_009,2026-06-01 20:00:00,232,185
stn_001,2026-06-10 23:00:00,75,64
STN_002,2026-06-02 13:00:00,80,71
stn_008,2026-06-16 8:00:00,419,365
stn_006,2026-06-23 6:00:00,200,183
stn_001,2026-06-04 15:00:00,-113,116
STN_003,2026-06-03 19:00:00,476,438
Stn_003,2026-06-15 11:00:00,111,114
STN_003,2026-06-14 20:00:00,277,283
stn_003,2026-06-03 0:00:00,69,57
stn_004,2026-06-02 9:00:00,401,389
Stn_005,2026-06-23 3:00:00,77,71
stn_001,2026-06-10 3:00:00,71,DEVICE_ERROR
Stn_005,2026-06-27 8:00:00,482,-464
STN_006,2026-06-15 23:00:00,82,70
stn_008,2026-06-03 8:00:00,464,434
stn_002,2026-06-05 17:00:00,396,365
STN_005,2026-06-08 14:00:00,-82,77
Stn_008,2026-06-26 11:00:00,118,-121
stn_001,2026-06-15 18:00:00,581,579
stn_009,2026-06-24 1:00:00,88,-86
STN_007,2026-06-02 14:00:00,85,83
STN_006,2026-06-30 10:00:00,211,183
Stn_003,2026-06-13 23:00:00,-76,62
Stn_007,2026-06-18 17:00:00,491,502
Stn_008,2026-06-02 1:00:00,82,87
STN_003,2026-06-08 16:00:00,212,210
STN_003,2026-06-02 8:00:00,-438,394
STN_006,2026-06-27 15:00:00,129,129
STN_009,2026-06-17 4:00:00,96,99
stn_004,2026-06-15 6:00:00,198,159
stn_005,2026-06-26 0:00:00,83,77
STN_006,2026-06-25 15:00:00,124,DEVICE_ERROR
STN_008,2026-06-24 11:00:00,136,137
stn_008,2026-06-13 2:00:00,76,66
STN_007,2026-06-15 5:00:00,130,128
STN_005,2026-06-07 19:00:00,492,442
STN_010,2026-06-04 3:00:00,81,80
stn_009,2026-06-22 7:00:00,362,307
stn_005,2026-06-05 10:00:00,227,194
stn_006,2026-06-17 22:00:00,96,79
STN_010,2026-06-02 19:00:00,-467,461
STN_002,2026-06-30 5:00:00,124,DEVICE_ERROR
STN_003,2026-06-12 8:00:00,540,560
STN_002,2026-06-05 20:00:00,281,283
STN_006,2026-06-30 17:00:00,477,383
STN_010,2026-06-30 6:00:00,201,-210
STN_006,2026-06-02 21:00:00,120,106
STN_006,2026-06-01 15:00:00,126,112
STN_002,2026-06-22 11:00:00,114,98
Stn_006,2026-06-25 8:00:00,482,390
stn_005,2026-06-08 20:00:00,214,176
stn_010,2026-06-12 10:00:00,205,188
stn_009,2026-06-18 5:00:00,117,-123
STN_001,2026-06-23 6:00:00,232,243
stn_001,2026-06-01 1:00:00,69,73
STN_007,2026-06-20 17:00:00,386,361
stn_004,2026-06-16 17:00:00,-492,433
STN_005,2026-06-16 20:00:00,282,238
STN_006,2026-06-20 9:00:00,341,301
stn_004,2026-06-02 14:00:00,88,82
STN_003,2026-06-19 8:00:00,DEVICE_ERROR,425
Stn_003,2026-06-12 21:00:00,126,123
STN_010,2026-06-21 4:00:00,79,76
STN_009,2026-06-15 14:00:00,78,75
STN_009,2026-06-13 13:00:00,83,83
Stn_009,2026-06-30 23:00:00,85,84
STN_001,2026-06-19 17:00:00,386,327
STN_001,2026-06-24 17:00:00,381,392
STN_006,2026-06-22 12:00:00,94,98
Stn_008,2026-06-07 15:00:00,137,111
stn_006,2026-06-26 10:00:00,237,203
STN_004,2026-06-19 20:00:00,222,211
Stn_001,2026-06-21 14:00:00,86,73
STN_008,2026-06-02 13:00:00,72,70
STN_005,2026-06-12 17:00:00,421,394
stn_006,2026-06-19 11:00:00,132,116
STN_008,2026-06-14 14:00:00,97,80
STN_001,2026-06-02 7:00:00,427,-413
STN_001,2026-06-15 12:00:00,86,81
stn_004,2026-06-20 0:00:00,74,68
stn_008,2026-06-04 8:00:00,447,413
STN_005,2026-06-03 12:00:00,100,97
stn_002,2026-06-16 8:00:00,511,DEVICE_ERROR
STN_003,2026-06-07 4:00:00,91,81
STN_005,2026-06-21 6:00:00,-207,187
STN_001,2026-06-17 9:00:00,443,DEVICE_ERROR
STN_002,2026-06-28 11:00:00,108,89
stn_002,2026-06-27 0:00:00,77,80
STN_006,2026-06-29 9:00:00,415,393
STN_010,2026-06-18 10:00:00,212,DEVICE_ERROR
stn_002,2026-06-01 9:00:00,DEVICE_ERROR,400
STN_005,2026-06-08 22:00:00,84,70
STN_009,2026-06-12 1:00:00,85,82
STN_003,2026-06-05 18:00:00,523,505
STN_002,2026-06-15 18:00:00,525,469
STN_005,2026-06-07 22:00:00,81,-68
stn_003,2026-06-15 20:00:00,231,207
stn_004,2026-06-15 12:00:00,91,76
STN_007,2026-06-30 22:00:00,86,69
STN_001,2026-06-27 15:00:00,-124,110
STN_007,2026-06-08 17:00:00,439,417
Stn_004,2026-06-27 5:00:00,120,118
stn_005,2026-06-17 14:00:00,92,88
STN_005,2026-06-15 22:00:00,90,90
STN_004,2026-06-09 6:00:00,DEVICE_ERROR,247
STN_004,2026-06-13 2:00:00,78,75
STN_006,2026-06-28 11:00:00,119,111
